time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-19T09:08:42.078Z,50.837,-179.3717,14.23,4.3,mb,,214,0.798,0.93,us,us6000diwr,2021-02-22T10:57:06.040Z,"222 km WSW of Adak, Alaska",earthquake,6.5,5.3,0.065,68,reviewed,us,us
2021-02-19T08:52:39.160Z,35.9746667,-117.3208333,2.61,3.03,ml,32,65,0.08891,0.12,ci,ci39794648,2021-02-20T03:24:07.579Z,"24km NNE of Trona, CA",earthquake,0.14,0.37,0.109,134,reviewed,ci,ci
2021-02-19T08:44:36.491Z,38.5651,-118.2344,11.2,2.5,ml,14,53.52,0.379,0.1269,nn,nn00800734,2021-02-19T16:18:30.695Z,"California-Nevada border region",earthquake,,1.2,0.53,10,reviewed,nn,nn
2021-02-19T08:31:19.840Z,-23.3232,171.4173,10,5.1,mww,,65,3.631,0.76,us,us6000div3,2021-02-19T16:36:05.040Z,"southeast of the Loyalty Islands",earthquake,8,1.8,0.08,15,reviewed,us,us
2021-02-19T06:54:30.380Z,-29.3518,-71.5508,36.22,4.9,mwr,,101,0.626,0.85,us,us6000diut,2021-02-19T17:20:24.025Z,"67 km NNW of La Serena, Chile",earthquake,4.7,6.1,0.051,37,reviewed,us,us
2021-02-19T06:34:08.525Z,-0.134,-18.3134,10,5.1,mb,,53,8.691,0.85,us,us6000dius,2021-02-19T06:51:55.040Z,"central Mid-Atlantic Ridge",earthquake,9.4,1.8,0.061,88,reviewed,us,us
2021-02-19T06:14:44.392Z,-31.7286,-179.1283,85.15,4.9,mb,,83,2.683,0.46,us,us6000dium,2021-02-19T06:49:06.040Z,"Kermadec Islands region",earthquake,10.2,7.1,0.102,30,reviewed,us,us
2021-02-19T04:36:42.729Z,67.9705,-161.871,10,3,ml,,82,0.399,0.47,us,us6000dkr6,2021-02-24T23:08:30.040Z,"43 km ESE of Red Dog Mine, Alaska",earthquake,3.8,2,0.077,22,reviewed,us,us
2021-02-19T04:13:18.294Z,6.6037,-73.5003,117.75,4.2,mb,,98,0.819,0.54,us,us6000dkqy,2021-02-24T22:58:30.040Z,"10 km S of El Carmen de Chucurí, Colombia",earthquake,6.8,9,0.16,11,reviewed,us,us
2021-02-19T04:10:53.369Z,-22.7725,171.2711,10,4.6,mb,,111,3.268,0.83,us,us6000diub,2021-02-19T04:33:22.040Z,"southeast of the Loyalty Islands",earthquake,7.9,1.9,0.114,23,reviewed,us,us
2021-02-19T04:08:52.740Z,36.6935,-97.68533333,6.61,2.62,ml,100,52,0,0.18,ok,ok2021dlvw,2021-02-20T01:12:59.589Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.4,0.23,40,reviewed,ok,ok
2021-02-19T03:46:07.682Z,-22.0153,-68.5883,139.42,3.7,ml,,69,0.644,0.54,us,us6000diu6,2021-02-19T04:31:26.971Z,"59 km NE of Calama, Chile",earthquake,5.7,9.6,,,reviewed,us,guc
2021-02-19T03:42:34.800Z,19.1911666666667,-155.4515,1.01,2.66,ml,46,124,,0.13,hv,hv72356757,2021-02-19T07:42:28.758Z,"3 km ESE of Pāhala, Hawaii",earthquake,0.2,0.2,0.183120919073779,19,reviewed,hv,hv
2021-02-19T03:33:16.325Z,54.4579,-159.6741,27.67,3.5,ml,,201,0.377,0.42,us,us6000diu2,2021-02-19T14:53:16.191Z,"111 km SSE of Sand Point, Alaska",earthquake,6.2,10.5,0.081,20,reviewed,us,us
2021-02-19T03:10:30.446Z,-14.6185,-176.9838,10,5,mb,,138,1.144,0.99,us,us6000ditx,2021-02-19T04:13:41.040Z,"126 km ESE of Alo, Wallis and Futuna",earthquake,9.9,1.9,0.053,117,reviewed,us,us
2021-02-19T02:07:47.320Z,19.2813,-65.1343,28,3.35,md,7,331,1.3447,0.3,pr,pr2021050001,2021-02-19T03:15:56.563Z,"106 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.5,24.3,0.04,5,reviewed,pr,pr
2021-02-19T01:35:26.970Z,17.8183,-66.8645,11,3.06,md,16,234,0.1575,0.15,pr,pr2021050000,2021-02-19T02:16:45.040Z,"17 km SSE of Guánica, Puerto Rico",earthquake,0.77,0.54,0.12,11,reviewed,pr,pr
2021-02-19T01:07:11.737Z,37.6913,141.6772,51.17,4.8,mb,,91,3.002,1.21,us,us6000diux,2021-02-20T05:31:37.040Z,"64 km ENE of Namie, Japan",earthquake,8.2,6,0.079,50,reviewed,us,us
2021-02-19T00:13:20.320Z,37.2335,-118.1611667,8.75,3.37,ml,45,69,0.1842,0.06,nc,nc73524821,2021-02-27T04:08:53.040Z,"14km NE of Big Pine, CA",earthquake,0.31,0.74,0.319,36,reviewed,nc,nc
2021-02-18T23:52:30.474Z,31.6467,-104.3825,5,2.5,ml,,71,0.103,0.68,us,us6000dit9,2021-02-20T00:08:03.310Z,"58 km S of Whites City, New Mexico",earthquake,1.4,1.9,0.048,56,reviewed,us,us
2021-02-18T22:26:04.185Z,57.0348,-157.6949,0,2.8,ml,,,,0.58,ak,ak02129el4g7,2021-02-20T03:54:27.040Z,"56 km SSW of Ugashik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-18T21:18:01.007Z,11.3341,57.9587,10,4.3,mb,,110,16.959,0.53,us,us6000dkq3,2021-02-28T01:45:30.040Z,"Owen Fracture Zone region",earthquake,14.8,2,0.099,29,reviewed,us,us
2021-02-18T21:12:19.060Z,17.8081,-68.3936,24,3.4,md,23,232,0.7059,0.47,pr,pr2021049014,2021-02-19T03:17:13.040Z,"67 km SSE of Boca de Yuma, Dominican Republic",earthquake,1.87,17.95,0.12,15,reviewed,pr,pr
2021-02-18T20:58:18.130Z,17.9636,-66.7903,15,2.52,md,16,183,0.2004,0.27,pr,pr2021049012,2021-02-18T21:26:37.807Z,"4 km SE of Indios, Puerto Rico",earthquake,0.77,0.54,0.13,10,reviewed,pr,pr
2021-02-18T20:33:54.487Z,-43.5149,172.7923,16.52,2.6,ml,,164,0.216,0.39,us,us6000dir2,2021-02-19T04:59:22.919Z,"13 km E of Christchurch, New Zealand",earthquake,3,4.2,0.128,8,reviewed,us,us
2021-02-18T20:18:42.720Z,-54.7118,143.9424,10,5.2,mb,,54,8.72,1.25,us,us6000diqz,2021-03-01T17:41:33.040Z,"west of Macquarie Island",earthquake,10.4,1.8,0.107,29,reviewed,us,us
2021-02-18T20:14:50.475Z,-54.4052,144.0959,10,5.4,mww,,57,8.662,1.13,us,us6000diqy,2021-03-01T18:38:53.457Z,"west of Macquarie Island",earthquake,10.8,1.8,0.098,10,reviewed,us,us
2021-02-18T20:07:12.299Z,59.2586,-138.8416,1.3,2.9,ml,,,,0.58,ak,ak02129da76w,2021-02-26T20:32:37.040Z,"59 km ESE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-18T19:57:32.014Z,-23.0558,171.487,10,4.3,mb,,121,3.564,0.77,us,us6000dkpy,2021-02-26T22:39:32.040Z,"southeast of the Loyalty Islands",earthquake,12.5,2,0.238,5,reviewed,us,us
2021-02-18T19:49:21.120Z,-20.6695,168.5739,10,4.4,mb,,135,0.953,1.1,us,us6000dkpz,2021-02-26T22:49:58.040Z,"121 km NE of Tadine, New Caledonia",earthquake,8.4,2,0.267,4,reviewed,us,us
2021-02-18T19:33:40.064Z,31.7101,-104.1443,5,2.7,ml,,48,0.099,0.45,us,us6000diqp,2021-02-26T20:26:06.040Z,"51 km W of Mentone, Texas",earthquake,1.1,2,0.052,48,reviewed,us,us
2021-02-18T19:31:31.475Z,-9.1898,-108.4361,10,5.8,mww,,80,17.862,0.94,us,us6000diqr,2021-02-19T19:34:30.874Z,"central East Pacific Rise",earthquake,6.2,1.8,0.06,27,reviewed,us,us
2021-02-18T19:28:48.762Z,31.7011,-104.1493,5,2.5,ml,,48,0.106,0.34,us,us6000diql,2021-02-26T20:21:34.040Z,"52 km W of Mentone, Texas",earthquake,0.9,1.6,0.061,35,reviewed,us,us
2021-02-18T18:57:11.091Z,55.9732,-149.8319,10,3.3,ml,,217,2.284,0.42,us,us6000diqa,2021-02-19T13:56:28.040Z,"235 km SE of Chiniak, Alaska",earthquake,6,2,0.062,34,reviewed,us,us
2021-02-18T18:24:11.177Z,-18.9831,168.4111,35,4.7,mb,,192,2.51,0.95,us,us6000dkpx,2021-02-26T22:26:40.040Z,"110 km NW of Isangel, Vanuatu",earthquake,8.3,1.9,0.194,8,reviewed,us,us
2021-02-18T18:18:43.306Z,34.0137,68.8535,10,3.7,mb,,230,0.548,1.01,us,us6000dipz,2021-02-20T18:13:06.209Z,"10 km WNW of Baraki Barak, Afghanistan",earthquake,5.8,1.9,0.225,6,reviewed,us,us
2021-02-18T17:50:57.423Z,-4.3164,144.2314,140.98,5.1,mb,,22,3.859,0.66,us,us6000dipr,2021-03-01T17:27:51.040Z,"33 km SSE of Angoram, Papua New Guinea",earthquake,8.4,5.3,0.043,182,reviewed,us,us
2021-02-18T17:09:02.983Z,-31.7629,-178.1003,10,4.5,mb,,203,2.514,0.73,us,us6000dkpu,2021-02-26T20:47:32.040Z,"Kermadec Islands region",earthquake,13.7,2,0.221,6,reviewed,us,us
2021-02-18T17:00:04.779Z,-13.5546,167.3968,233.04,4.3,mb,,167,1.89,0.79,us,us6000dkpv,2021-02-26T21:07:49.040Z,"39 km NNW of Sola, Vanuatu",earthquake,12.9,11.4,0.13,17,reviewed,us,us
2021-02-18T16:07:14.790Z,39.7496667,-120.339,9.59,2.72,md,13,99,0.07689,0.11,nc,nc73524686,2021-02-19T18:41:45.040Z,"10km SSE of Beckwourth, CA",earthquake,0.39,0.69,0.159,45,reviewed,nc,nc
2021-02-18T16:04:43.509Z,-19.072,-173.1943,14.64,5.3,mww,,94,3.089,0.62,us,us6000dip8,2021-02-18T16:24:20.040Z,"95 km ESE of Neiafu, Tonga",earthquake,8.6,4.7,0.098,10,reviewed,us,us
2021-02-18T15:30:48.570Z,-14.8328,-176.7381,7.7,6.1,mww,,53,1.437,0.68,us,us6000dip3,2021-02-19T17:49:20.760Z,"158 km ESE of Alo, Wallis and Futuna",earthquake,6.9,3.1,0.063,24,reviewed,us,us
2021-02-18T15:18:39.216Z,59.9064,-146.5235,16.5,3.3,ml,,,,0.79,ak,ak02129adg6n,2021-02-19T17:20:56.040Z,"82 km SSW of Cordova, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-02-18T14:30:18.280Z,59.8097,-146.5753,202.7,2.7,ml,,,,1.01,ak,ak021299ujk4,2021-02-18T14:33:56.250Z,"85 km ESE of Chenega, Alaska",earthquake,,5.9,,,automatic,ak,ak
2021-02-18T13:36:12.609Z,59.9845,-153.2021,137.7,4.1,ml,,,,0.8,ak,ak021299adt4,2021-02-18T22:01:28.515Z,"55 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-18T13:12:49.487Z,64.4099,-147.2619,12.6,2.9,ml,,,,0.57,ak,ak0212995bgz,2021-02-18T15:43:27.776Z,"21 km SW of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-18T12:43:00.290Z,37.5936,141.6489,59.9,4.3,mb,,136,2.944,0.87,us,us6000dinf,2021-02-18T13:17:16.040Z,"58 km ENE of Namie, Japan",earthquake,9,8.6,0.148,13,reviewed,us,us
2021-02-18T12:07:24.198Z,60.2107,-145.9676,9,2.6,ml,,,,0.7,ak,ak021298ireb,2021-02-19T10:39:49.040Z,"38 km SSW of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-18T10:51:30.602Z,-3.9315,-78.8203,98.55,5.2,mb,,147,1.519,1.01,us,us6000dimv,2021-02-18T19:59:27.287Z,"12 km SSW of Yantzaza, Ecuador",earthquake,7.5,7.7,0.028,409,reviewed,us,us
2021-02-18T10:40:21.070Z,-6.9868,129.7358,148.3,4.5,mb,,91,1.838,1.26,us,us6000dims,2021-02-18T11:00:22.040Z,"Banda Sea",earthquake,7.2,8.5,0.112,23,reviewed,us,us
2021-02-18T09:09:47.570Z,19.2523,-68.2411,38,3.68,md,21,259,0.7516,0.99,pr,pr2021049008,2021-02-18T09:59:04.393Z,"76 km NNE of Punta Cana, Dominican Republic",earthquake,6.12,27.17,0.07,8,reviewed,pr,pr
2021-02-18T07:37:20.462Z,28.4596,-100.3325,14.12,3.4,mb_lg,,188,0.838,0.72,us,us6000dilt,2021-02-20T16:28:06.307Z,"6 km SSW of El Indio, Texas",earthquake,4.7,8.4,0.071,52,reviewed,us,us
2021-02-18T07:06:16.337Z,26.8224,55.27,10,4.2,mb,,107,2.049,0.49,us,us6000dilj,2021-02-22T16:01:27.952Z,"48 km NE of Bandar-e Lengeh, Iran",earthquake,7.7,1.9,0.115,21,reviewed,us,us
2021-02-18T07:01:08.799Z,42.0127,142.5161,69.51,4.1,mb,,123,0.477,0.37,us,us6000dili,2021-02-18T08:10:52.040Z,"37 km SSE of Shizunai-furukawachō, Japan",earthquake,4.4,11.1,0.126,18,reviewed,us,us
2021-02-18T06:54:37.940Z,17.9895,-66.9355,9,2.56,md,22,155,0.0581,0.12,pr,pr2021049006,2021-02-18T07:54:29.155Z,"2 km W of Fuig, Puerto Rico",earthquake,0.3,0.49,0.24,13,reviewed,pr,pr
2021-02-18T06:52:25.710Z,18.7805,-67.065,52,2.93,md,13,287,0.3164,0.18,pr,pr2021049004,2021-02-18T07:33:24.268Z,"31 km N of Isabela, Puerto Rico",earthquake,0.79,1.4,0.11,10,reviewed,pr,pr
2021-02-18T06:37:30.112Z,-18.939,168.0604,10,6.1,mww,,32,2.529,0.77,us,us6000dila,2021-02-23T08:29:39.116Z,"135 km SSW of Port-Vila, Vanuatu",earthquake,7.7,1.8,0.045,47,reviewed,us,us
2021-02-18T06:09:41.510Z,18.3288,-68,170,3.87,md,27,149,0.4239,0.56,pr,pr2021049003,2021-02-18T07:05:22.903Z,"51 km ESE of Punta Cana, Dominican Republic",earthquake,5.21,1.8,0.12,21,reviewed,pr,pr
2021-02-18T06:02:43.237Z,37.7975,141.5515,58.8,4.5,mb,,135,2.949,0.53,us,us6000dil7,2021-02-18T13:00:39.274Z,"59 km NE of Namie, Japan",earthquake,7.9,7.6,0.073,56,reviewed,us,us
2021-02-18T05:35:59.180Z,17.9753,-67.0941,8,2.71,md,19,224,0.0347,0.11,pr,pr2021049002,2021-02-18T06:36:51.449Z,"5 km W of La Parguera, Puerto Rico",earthquake,0.54,0.39,0.27,12,reviewed,pr,pr
2021-02-18T05:26:01.600Z,19.1188,-66.4358,19,3.23,md,14,299,0.6485,0.23,pr,pr2021049001,2021-02-18T06:10:32.738Z,"72 km N of Brenas, Puerto Rico",earthquake,4.85,9.67,0.05,9,reviewed,pr,pr
2021-02-18T05:19:51.047Z,8.3222,-82.9068,10,4.2,mb,,196,0.417,0.57,us,us6000dikq,2021-02-18T06:11:14.040Z,"6 km WNW of El Palmar, Panama",earthquake,5.8,2,0.187,10,reviewed,us,us
2021-02-18T03:50:46.430Z,44.4508333,-115.2066667,6.43,2.55,ml,14,79,0.296,0.19,mb,mb80487849,2021-02-18T15:33:35.240Z,"33 km NW of Stanley, Idaho",earthquake,0.39,1.14,0.227,17,reviewed,mb,mb
2021-02-18T03:04:33.005Z,38.1789,23.4604,10,4.4,mb,,66,1.217,0.65,us,us6000dijk,2021-02-18T15:06:37.214Z,"10 km E of Vília, Greece",earthquake,4.2,1.9,0.138,15,reviewed,us,us
2021-02-18T02:20:35.140Z,17.9886,-66.9353,8,2.62,md,20,156,0.0577,0.16,pr,pr2021049000,2021-02-18T02:42:29.156Z,"2 km W of Fuig, Puerto Rico",earthquake,0.33,0.58,0.14,11,reviewed,pr,pr
2021-02-18T01:52:20.415Z,56.2676,-149.8243,7,2.6,ml,,,,0.93,ak,ak0212928swr,2021-02-18T05:47:57.431Z,"211 km SE of Chiniak, Alaska",earthquake,,12.5,,,reviewed,ak,ak
2021-02-18T00:37:02.681Z,-22.9279,172.3876,10,5.1,mb,,51,4.286,0.86,us,us6000dij9,2021-02-18T00:53:42.040Z,"southeast of the Loyalty Islands",earthquake,6,1.8,0.104,30,reviewed,us,us
2021-02-17T23:44:11.690Z,17.9798,-66.7841,19,2.5,md,14,178,0.1887,0.18,pr,pr2021048004,2021-02-18T00:19:12.319Z,"4 km ESE of Indios, Puerto Rico",earthquake,0.78,0.47,0.1,6,reviewed,pr,pr
2021-02-17T23:35:21.747Z,-23.3494,171.8061,10,4.9,mb,,74,3.957,0.63,us,us6000diiw,2021-02-18T00:07:48.040Z,"southeast of the Loyalty Islands",earthquake,4.9,1.8,0.096,34,reviewed,us,us
2021-02-17T22:49:38.371Z,-23.1881,171.7596,12.63,6.1,mww,,37,3.847,0.8,us,us6000dii3,2021-02-19T23:01:30.684Z,"southeast of the Loyalty Islands",earthquake,6.5,3.8,0.061,26,reviewed,us,us
2021-02-17T22:35:14.119Z,-45.6513,-77.4882,10,4.2,mb,,225,3.734,0.83,us,us6000diht,2021-02-17T23:39:26.656Z,"Off the coast of Aisen, Chile",earthquake,5,2,0.264,4,reviewed,us,us
2021-02-17T21:34:44.668Z,1.0834,120.1789,35,4.4,mb,,99,0.603,0.75,us,us6000dihg,2021-02-17T22:15:42.040Z,"222 km N of Palu, Indonesia",earthquake,3.9,1.9,0.149,13,reviewed,us,us
2021-02-17T21:13:11.900Z,34.0228,26.1252,10,4.2,mb,,127,1.621,0.58,us,us6000dih3,2021-02-17T21:58:33.040Z,"115 km SSE of Ierápetra, Greece",earthquake,6.4,1.9,0.088,36,reviewed,us,us
2021-02-17T21:04:33.153Z,44.7899,-112.4063,9.18,2.6,ml,,33,0.196,0.72,us,us6000diha,2021-02-17T21:48:19.040Z,"22 km NE of Lima, Montana",earthquake,1.5,11.5,0.049,54,reviewed,us,us
2021-02-17T20:36:51.816Z,56.6353,-169.964,20.6,3.5,ml,,119,0.564,0.51,us,us6000diiq,2021-02-26T18:09:57.741Z,"25 km W of Saint George, Alaska",earthquake,6.7,7.7,0.256,2,reviewed,us,us
2021-02-17T20:28:53.778Z,-4.2783,133.0244,10,4.8,mb,,114,1.556,1.08,us,us6000digr,2021-02-17T21:55:13.040Z,"152 km NNE of Tual, Indonesia",earthquake,8.2,1.9,0.086,42,reviewed,us,us
2021-02-17T19:56:35.581Z,17.7934,-66.9306,10,2.6,ml,,270,0.205,0.65,us,us6000digg,2021-02-17T20:18:42.040Z,"19 km S of Guánica, Puerto Rico",earthquake,1,2,0.07,27,reviewed,us,us
2021-02-17T18:58:30.336Z,35.1237,137.2372,43.82,4.2,mb,,90,0.282,0.66,us,us6000dkf3,2021-02-26T19:47:47.040Z,"9 km ENE of Toyota, Japan",earthquake,4,6,0.16,11,reviewed,us,us
2021-02-17T18:45:44.981Z,-18.1248,-178.1263,572.64,4.4,mb,,135,3.657,0.54,us,us6000dkf1,2021-02-26T20:05:43.040Z,"270 km E of Levuka, Fiji",earthquake,22.8,15.2,0.13,17,reviewed,us,us
2021-02-17T18:38:48.615Z,22.246,121.3626,16.03,5.1,mww,,83,0.626,0.75,us,us6000dify,2021-02-20T18:08:15.690Z,"69 km ENE of Hengchun, Taiwan",earthquake,5.7,3.6,0.066,22,reviewed,us,us
2021-02-17T18:37:16.600Z,17.9421,-66.9578,6,2.74,md,17,212,0.0852,0.13,pr,pr2021048003,2021-02-17T19:52:41.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.46,0.28,0.25,9,reviewed,pr,pr
2021-02-17T18:35:35.701Z,30.8469,51.3838,10,5.4,mww,,30,7.262,0.88,us,us6000difx,2021-02-24T05:03:44.280Z,"27 km NW of Yasuj, Iran",earthquake,7.3,1.8,0.086,13,reviewed,us,us
2021-02-17T18:21:00.148Z,-6.1436,129.808,224.18,4.7,mb,,93,4.022,0.97,us,us6000dkf2,2021-02-26T19:36:05.040Z,"Banda Sea",earthquake,7.6,10.9,0.245,5,reviewed,us,us
2021-02-17T17:42:05.133Z,-8.5723,118.3015,138.25,4.3,mb,,76,3.817,0.79,us,us6000difp,2021-02-26T19:58:34.040Z,"18 km WSW of Dompu, Indonesia",earthquake,5.5,8.2,0.129,17,reviewed,us,us
2021-02-17T17:32:34.787Z,36.6853,70.7041,243.2,4.1,mb,,68,2.531,0.76,us,us6000difj,2021-02-17T19:01:33.040Z,"23 km SSW of Jurm, Afghanistan",earthquake,8.5,9.2,0.135,15,reviewed,us,us
2021-02-17T17:13:04.270Z,19.165,-66.4475,24,3.18,md,10,298,0.6928,0.23,pr,pr2021048002,2021-02-17T17:29:28.232Z,"77 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.1,14.74,0.04,9,reviewed,pr,pr
2021-02-17T16:50:37.330Z,38.3031667,-119.266,2.69,2.99,md,36,112,0.1443,0.09,nc,nc73524356,2021-03-01T01:27:08.186Z,"6km NNW of Bridgeport, CA",earthquake,0.31,2.04,0.197,68,reviewed,nc,nc
2021-02-17T15:52:53.419Z,-16.1825,-176.3468,373.47,4.2,mb,,80,2.531,0.82,us,us6000dkew,2021-02-24T03:30:43.040Z,"274 km W of Hihifo, Tonga",earthquake,12.1,8.9,0.108,24,reviewed,us,us
2021-02-17T15:27:39.350Z,15.0109,-92.5302,100.86,4.5,mb,,173,0.941,0.78,us,us6000dieq,2021-02-24T03:25:48.040Z,"6 km S of Cantón Rancho Nuevo, Mexico",earthquake,6,5.3,0.084,41,reviewed,us,us
2021-02-17T15:25:15.672Z,-17.5653,167.6149,10,4.7,mb,,74,2.143,0.93,us,us6000dier,2021-02-24T03:23:58.040Z,"76 km WNW of Port-Vila, Vanuatu",earthquake,7.9,1.9,0.117,22,reviewed,us,us
2021-02-17T15:05:08.018Z,-22.8763,172.4582,10,4.6,mb,,129,4.332,1.26,us,us6000dkev,2021-02-24T03:23:09.040Z,"southeast of the Loyalty Islands",earthquake,11.4,2,0.164,11,reviewed,us,us
2021-02-17T14:36:32.140Z,35.8336667,-120.5561667,8.81,2.74,md,52,56,0.05868,0.08,nc,nc73524311,2021-02-22T09:41:01.040Z,"13km WSW of Parkfield, CA",earthquake,0.14,0.49,0.155,64,reviewed,nc,nc
2021-02-17T14:06:17.771Z,37.612,141.7092,47.03,4.6,mb,,117,1.838,0.77,us,us6000dieb,2021-02-19T14:46:46.040Z,"64 km ENE of Namie, Japan",earthquake,7.1,6.5,0.063,76,reviewed,us,us
2021-02-17T13:03:43.366Z,6.6672,125.2278,21.04,4.8,mb,,70,0.53,0.46,us,us6000didz,2021-02-17T23:58:35.985Z,"3 km WSW of Matanao, Philippines",earthquake,7.2,5.6,0.071,61,reviewed,us,us
2021-02-17T12:59:36.832Z,-23.0076,172.591,10,5.2,mww,,44,4.489,0.87,us,us6000didx,2021-02-17T23:15:11.040Z,"southeast of the Loyalty Islands",earthquake,9.9,1.8,0.073,18,reviewed,us,us
2021-02-17T12:24:50.880Z,26.6692,92.5423,53.03,4.7,mb,,84,1.259,0.84,us,us6000didl,2021-02-22T20:38:43.827Z,"7 km ESE of Dhekiajuli, India",earthquake,5.7,8.5,0.08,47,reviewed,us,us
2021-02-17T12:21:42.976Z,-17.4735,167.6281,10,5.5,mww,,48,2.055,0.77,us,us6000didd,2021-02-18T12:25:15.994Z,"78 km WNW of Port-Vila, Vanuatu",earthquake,7.1,1.9,0.055,32,reviewed,us,us
2021-02-17T12:14:50.735Z,-29.2919,-69.3942,123.56,4.8,mb,,45,0.915,1.33,us,us6000did1,2021-02-17T20:57:24.608Z,"122 km NNW of San José de Jáchal, Argentina",earthquake,5.6,5.2,0.032,298,reviewed,us,us
2021-02-17T11:55:52.984Z,-7.588,127.6761,171.89,4.1,mb,,52,3.611,0.63,us,us6000dicy,2021-02-17T13:53:24.040Z,"127 km NE of Lospalos, Timor Leste",earthquake,5.2,8.8,0.145,13,reviewed,us,us
2021-02-17T11:45:16.767Z,-17.5955,167.9855,10,4.9,mb,,145,2.264,0.67,us,us6000dicx,2021-02-17T12:03:53.701Z,"38 km WNW of Port-Vila, Vanuatu",earthquake,6.7,1.7,0.117,23,reviewed,us,us
2021-02-17T11:31:59.875Z,-17.5754,167.8865,10,5.2,mww,,66,2.215,0.59,us,us6000dicu,2021-02-17T11:48:22.682Z,"Vanuatu",earthquake,7.4,1.9,0.089,12,reviewed,us,us
2021-02-17T10:58:55.963Z,36.4749,69.7267,158.14,4.1,mb,,79,2.008,1.13,us,us6000dicn,2021-02-17T11:15:32.040Z,"16 km SW of Farkhār, Afghanistan",earthquake,7.1,9,0.14,14,reviewed,us,us
2021-02-17T10:51:10.172Z,-23.2782,171.8507,10,5,mb,,114,3.962,0.64,us,us6000dicj,2021-02-17T11:10:30.040Z,"southeast of the Loyalty Islands",earthquake,13.2,1.9,0.1,32,reviewed,us,us
2021-02-17T10:37:56.808Z,-8.436,27.1363,10,4.7,mb,,74,8.569,0.89,us,us6000dicg,2021-02-17T10:56:37.040Z,"164 km ENE of Bukama, Democratic Republic of the Congo",earthquake,6.8,1.9,0.102,29,reviewed,us,us
2021-02-17T09:48:03.003Z,-5.9849,101.8605,10,4.5,mb,,127,1.947,1.18,us,us6000dic6,2021-02-18T00:40:25.569Z,"245 km S of Bengkulu, Indonesia",earthquake,4.5,1.9,0.121,20,reviewed,us,us
2021-02-17T09:36:16.283Z,-20.2064,168.8111,10,5.2,mb,,85,1.463,1.22,us,us6000dibs,2021-02-17T09:54:12.040Z,"88 km SW of Isangel, Vanuatu",earthquake,4.1,1.9,0.091,40,reviewed,us,us
2021-02-17T09:30:34.993Z,-17.5249,167.7656,10,5.3,mww,,52,2.135,0.67,us,us6000dibr,2021-02-18T09:33:51.932Z,"62 km WNW of Port-Vila, Vanuatu",earthquake,7.9,1.9,0.062,25,reviewed,us,us
2021-02-17T09:13:36.920Z,37.6001667,-122.0043333,4.64,2.56,md,112,25,0.001811,0.15,nc,nc73524246,2021-02-22T02:10:41.548Z,"1km ENE of Union City, CA",earthquake,0.13,0.28,0.148,91,reviewed,nc,nc
2021-02-17T05:00:39.296Z,-6.1681,147.2451,105.59,5.3,mb,,54,4.099,0.77,us,us6000diat,2021-02-17T07:48:21.560Z,"67 km NNE of Lae, Papua New Guinea",earthquake,9.5,7.5,0.072,65,reviewed,us,us
2021-02-17T04:38:51.749Z,38.3224,22.0179,10,4.8,mb,,37,0.74,0.7,us,us6000diap,2021-02-18T03:07:28.141Z,"Greece",earthquake,4.3,1.9,0.078,51,reviewed,us,us
2021-02-17T04:10:26.996Z,38.2741,22.1717,10,4.3,mb,,114,0.756,0.37,us,us6000diai,2021-02-18T03:26:54.040Z,"5 km NE of Témeni, Greece",earthquake,5.2,1.2,0.238,5,reviewed,us,us
2021-02-17T03:58:32.869Z,-17.5847,167.5558,10,5,mb,,36,2.152,0.72,us,us6000diah,2021-02-18T02:57:26.040Z,"82 km WNW of Port-Vila, Vanuatu",earthquake,6.7,1.8,0.103,30,reviewed,us,us
2021-02-17T03:36:07.081Z,38.4085,22.0192,5.34,5.5,mww,,38,0.66,0.35,us,us6000diae,2021-02-24T05:01:43.512Z,"12 km N of Kamárai, Greece",earthquake,5.5,3.1,0.047,44,reviewed,us,us
2021-02-17T03:25:29.389Z,-25.0938,-71.0691,10,4.2,mwr,,152,0.763,0.63,us,us6000diaa,2021-02-18T02:03:27.581Z,"68 km WNW of Taltal, Chile",earthquake,3.6,1.9,0.057,30,reviewed,us,us
2021-02-17T02:58:09.380Z,18.7791,-66.1428,29,2.96,md,19,264,0.4738,0.22,pr,pr2021048001,2021-02-17T11:30:26.274Z,"34 km N of San Juan, Puerto Rico",earthquake,0.89,3.56,0.13,17,reviewed,pr,pr
