time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-12T08:07:16.885Z,31.6556,-104.3051,7.37,2.5,ml,,60,0.118,0.46,us,us6000dh4j,2021-02-24T07:28:22.040Z,"58 km S of Whites City, New Mexico",earthquake,1.4,4.2,0.069,28,reviewed,us,us
2021-02-12T07:49:34.870Z,-23.2731,171.2613,10,5.2,mb,,111,8.41,0.57,us,us6000dgx5,2021-02-24T07:12:00.040Z,"southeast of the Loyalty Islands",earthquake,11.1,1.9,0.092,39,reviewed,us,us
2021-02-12T07:46:33.280Z,24.8129,122.5717,10,4.6,mwr,,99,0.527,0.83,us,us6000dgx6,2021-02-24T07:04:06.040Z,"57 km NW of Yonakuni, Japan",earthquake,4.6,1.9,0.083,14,reviewed,us,us
2021-02-12T07:28:58.278Z,-17.7245,-178.535,534.89,4.3,mb,,79,3.252,0.47,us,us6000dgwt,2021-02-24T07:01:06.040Z,"230 km E of Levuka, Fiji",earthquake,10.8,9.4,0.104,26,reviewed,us,us
2021-02-12T07:21:42.443Z,44.3742,-114.7188,10,2.6,ml,,56,0.246,0.92,us,us6000dgwq,2021-02-24T06:59:46.580Z,"24 km NE of Stanley, Idaho",earthquake,2.3,2,0.045,64,reviewed,us,us
2021-02-12T07:10:16.257Z,-22.2648,171.2015,10,4.7,mb,,47,7.854,0.93,us,us6000djaq,2021-02-24T06:56:52.040Z,"southeast of the Loyalty Islands",earthquake,8.9,1.9,0.147,14,reviewed,us,us
2021-02-12T06:46:58.477Z,-61.7678,-55.8609,10,4.9,mb,,60,1.403,0.88,us,us6000dgwj,2021-02-24T06:51:40.040Z,"South Shetland Islands",earthquake,7.9,1.9,0.096,34,reviewed,us,us
2021-02-12T06:02:42.643Z,-6.022,130.3607,139.45,4.2,mb,,123,2.159,0.73,us,us6000dja0,2021-02-24T06:50:52.040Z,"268 km W of Tual, Indonesia",earthquake,13.1,7.1,0.215,6,reviewed,us,us
2021-02-12T06:01:50.722Z,-6.44,150.0745,10,4.2,mb,,134,3.052,1.01,us,us6000dja1,2021-02-24T06:41:42.040Z,"63 km ESE of Kandrian, Papua New Guinea",earthquake,10.6,1.9,0.167,10,reviewed,us,us
2021-02-12T05:45:21.930Z,19.066,145.4146,122.09,4,mb,,149,3.827,0.74,us,us6000dja2,2021-02-24T06:08:50.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,8.2,12,0.195,7,reviewed,us,us
2021-02-12T05:05:09.763Z,-9.2587,111.1977,59.75,4.5,mb,,151,1.494,0.88,us,us6000dgw2,2021-02-24T05:52:20.040Z,"142 km SSW of Trenggalek, Indonesia",earthquake,7.7,8.7,0.125,19,reviewed,us,us
2021-02-12T04:52:26.083Z,30.0497,131.1241,37.85,4.9,mb,,134,1.565,0.75,us,us6000dgw1,2021-02-12T05:12:48.040Z,"59 km SE of Koseda, Japan",earthquake,7.7,7.2,0.096,36,reviewed,us,us
2021-02-12T04:42:20.554Z,-23.2847,171.9654,10,4.5,mb,,131,7.931,1.27,us,us6000dj9u,2021-02-19T23:55:09.040Z,"southeast of the Loyalty Islands",earthquake,8.8,1.9,0.204,8,reviewed,us,us
2021-02-12T04:09:25.037Z,-23.1707,171.4628,10,4.7,mb,,114,8.202,0.57,us,us6000dj9r,2021-02-19T23:44:35.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1,0.124,22,reviewed,us,us
2021-02-12T04:05:59.752Z,-23.2689,171.48,10,5.3,mww,,79,8.253,0.83,us,us6000dgvx,2021-02-12T04:41:20.040Z,"southeast of the Loyalty Islands",earthquake,10.4,1.9,0.098,10,reviewed,us,us
2021-02-12T03:54:52.320Z,37.1713333,-81.827,0,2.58,md,18,104,0.6492,0.26,se,se60122223,2021-02-28T18:39:06.227Z,"9 km NNW of Richlands, Virginia",mine collapse,0.79,2.98,0.104,15,reviewed,se,se
2021-02-12T03:54:10.119Z,-40.1293,174.1071,128.88,4.5,mb,,53,1.087,0.77,us,us6000dgvu,2021-02-12T06:07:22.399Z,"Cook Strait, New Zealand",earthquake,6.2,5.2,0.204,7,reviewed,us,us
2021-02-12T03:47:44.982Z,-22.4719,171.0821,10,5.2,mww,,60,8.061,1.15,us,us6000dgvs,2021-02-13T03:50:45.648Z,"southeast of the Loyalty Islands",earthquake,9.5,1.8,0.086,13,reviewed,us,us
2021-02-12T03:37:56.097Z,41.4106,33.5263,10,4.6,mb,,33,0.385,1.17,us,us6000dgvq,2021-02-12T05:16:31.903Z,"9 km SSE of Daday, Turkey",earthquake,5.2,1.9,0.1,30,reviewed,us,us
2021-02-12T03:37:35.826Z,19.1222,121.2347,46.85,4.9,mb,,127,3.679,0.9,us,us6000dgvr,2021-02-12T04:26:25.040Z,"57 km N of Namuac, Philippines",earthquake,11.5,7.7,0.095,35,reviewed,us,us
2021-02-12T03:31:35.951Z,24.856,122.7578,10,4.2,mb,,82,0.45,1.12,us,us6000dgvp,2021-02-12T04:40:34.040Z,"49 km NNW of Yonakuni, Japan",earthquake,5.2,1.9,0.176,9,reviewed,us,us
2021-02-12T03:26:17.296Z,-22.8658,171.1584,10,4.7,mb,,127,8.233,0.39,us,us6000dj9p,2021-02-19T23:06:54.040Z,"southeast of the Loyalty Islands",earthquake,9.8,1.9,0.184,11,reviewed,us,us
2021-02-12T02:15:11.597Z,32.7121,138.2804,329.08,4.2,mb,,112,1.351,0.56,us,us6000dgvc,2021-02-12T02:53:33.040Z,"209 km S of Ōyama, Japan",earthquake,11.4,8.2,0.118,20,reviewed,us,us
2021-02-12T02:01:50.925Z,-22.3697,-177.9755,363.07,4.4,mb,,128,5.924,0.94,us,us6000dgv8,2021-02-12T02:30:29.040Z,"south of the Fiji Islands",earthquake,8.1,7.8,0.123,19,reviewed,us,us
2021-02-12T01:57:26.673Z,6.851,-73.01,146.02,4.5,mb,,70,0.955,1.04,us,us6000dgv4,2021-02-12T02:16:10.040Z,"northern Colombia",earthquake,8.4,9.2,0.118,21,reviewed,us,us
2021-02-12T01:55:06.081Z,-23.2899,171.2787,10,4.7,mb,,130,8.408,0.9,us,us6000dj9n,2021-02-19T22:55:15.040Z,"southeast of the Loyalty Islands",earthquake,15.8,1.9,0.195,9,reviewed,us,us
2021-02-12T01:50:47.821Z,48.8932,-27.5984,10,4.5,mb,,145,16.285,0.89,us,us6000dj9x,2021-02-19T22:44:47.040Z,"northern Mid-Atlantic Ridge",earthquake,10.3,1.9,0.098,30,reviewed,us,us
2021-02-12T01:42:22.620Z,2.3614,126.7439,57.23,4.3,mb,,110,1.697,0.64,us,us6000dj9m,2021-02-19T22:29:04.040Z,"157 km WNW of Tobelo, Indonesia",earthquake,9.9,4.6,0.188,8,reviewed,us,us
2021-02-12T01:10:57.353Z,44.3809,-114.7261,10,2.5,ml,,60,0.247,0.66,us,us6000dguw,2021-02-12T15:22:42.320Z,"southern Idaho",earthquake,2.1,2,0.056,42,reviewed,us,us
2021-02-12T01:01:29.539Z,-22.4147,171.255,10,4.9,mb,,109,7.897,0.6,us,us6000dguv,2021-02-12T01:24:16.040Z,"southeast of the Loyalty Islands",earthquake,14.3,1.5,0.096,34,reviewed,us,us
2021-02-12T01:01:29.074Z,15.0367,-61.2133,143.66,4.4,mb,,105,0.2,0.56,us,us6000dguu,2021-02-12T01:28:49.040Z,"21 km NNW of Basse-Pointe, Martinique",earthquake,7.2,5.3,0.102,29,reviewed,us,us
2021-02-12T00:57:51.666Z,-22.1448,171.6357,10,4.7,mb,,88,7.455,1.19,us,us6000dj9l,2021-02-20T03:19:47.040Z,"southeast of the Loyalty Islands",earthquake,7.7,1.9,0.104,28,reviewed,us,us
2021-02-12T00:41:49.563Z,51.0326,-179.86,12.74,3,ml,,334,0.838,0.41,us,us7000ddtm,2021-02-28T00:55:16.040Z,"242 km WSW of Adak, Alaska",earthquake,5,3.9,0.148,6,reviewed,us,us
2021-02-11T23:38:19.557Z,-22.6625,171.638,10,5,mb,,79,7.758,0.76,us,us6000dj88,2021-02-22T22:21:59.040Z,"southeast of the Loyalty Islands",earthquake,8.1,1.7,0.08,50,reviewed,us,us
2021-02-11T23:32:06.730Z,17.9441,-66.9605,6,2.84,md,23,200,0.087,0.14,pr,pr2021042021,2021-02-12T00:12:23.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.39,0.21,0.37,18,reviewed,pr,pr
2021-02-11T23:29:46.793Z,41.1429,-127.5316,10,3.1,ml,,287,2.671,0.55,us,us6000dgu2,2021-02-22T23:04:41.040Z,"282 km W of Indianola, California",earthquake,4.3,2,0.047,59,reviewed,us,us
2021-02-11T23:27:37.260Z,17.9421,-66.9598,6,2.84,md,21,207,0.0871,0.16,pr,pr2021042019,2021-02-12T00:18:26.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.45,0.27,0.39,18,reviewed,pr,pr
2021-02-11T23:19:33.690Z,17.9395,-66.905,6,2.56,md,11,213,0.044,0.11,pr,pr2021042020,2021-02-11T23:59:39.830Z,"3 km S of Guánica, Puerto Rico",earthquake,0.54,0.26,0.15,7,reviewed,pr,pr
2021-02-11T23:15:00.197Z,14.3658,-91.5472,78.11,4.3,mb,,166,0.213,1.14,us,us6000dgtq,2021-02-22T05:55:12.629Z,"13 km SSW of San Lorenzo, Guatemala",earthquake,6.4,8.2,0.067,62,reviewed,us,us
2021-02-11T22:45:32.722Z,-23.1468,171.4462,10,4.9,mb,,115,8.199,0.61,us,us6000dj9g,2021-02-22T04:13:13.040Z,"southeast of the Loyalty Islands",earthquake,9.2,1.8,0.129,19,reviewed,us,us
2021-02-11T22:42:43.224Z,-22.7086,171.0251,10,4.7,mb,,71,8.24,0.8,us,us6000dj86,2021-02-22T02:59:24.040Z,"southeast of the Loyalty Islands",earthquake,8.3,1.8,0.138,16,reviewed,us,us
2021-02-11T22:10:35.277Z,34.717,45.3393,10,4.8,mb,,51,0.507,0.91,us,us6000dgta,2021-02-22T06:02:25.692Z,"34 km E of Kifrī, Iraq",earthquake,5.5,1.9,0.079,50,reviewed,us,us
2021-02-11T22:02:35.645Z,-22.7338,171.601,10,5.1,mb,,38,7.829,0.7,us,us6000dgt8,2021-02-22T05:08:16.040Z,"southeast of the Loyalty Islands",earthquake,8,1.8,0.058,96,reviewed,us,us
2021-02-11T21:38:48.838Z,33.6859,-37.8651,10,4.8,mb,,55,10.823,0.76,us,us6000dj98,2021-02-22T03:58:14.040Z,"northern Mid-Atlantic Ridge",earthquake,10.8,1.9,0.068,68,reviewed,us,us
2021-02-11T21:37:53.210Z,-22.4297,171.6938,10,4.8,mb,,63,7.577,1.09,us,us6000dj9j,2021-02-22T04:45:06.040Z,"southeast of the Loyalty Islands",earthquake,10.8,1.9,0.105,28,reviewed,us,us
2021-02-11T21:31:57.980Z,-26.0286,-175.6934,10,4.3,mb,,164,3.768,0.73,us,us6000dj82,2021-02-22T02:33:39.040Z,"south of Tonga",earthquake,8.6,2,0.201,7,reviewed,us,us
2021-02-11T21:29:40.093Z,-22.9519,171.3455,10,5,mb,,70,8.149,0.73,us,us6000dj9h,2021-02-22T22:33:16.040Z,"southeast of the Loyalty Islands",earthquake,11,1.9,0.121,22,reviewed,us,us
2021-02-11T21:16:03.341Z,-22.6853,171.3434,10,4.9,mb,,117,7.989,0.79,us,us6000dgsv,2021-02-22T06:07:03.040Z,"southeast of the Loyalty Islands",earthquake,12.4,1.9,0.069,67,reviewed,us,us
2021-02-11T21:09:48.778Z,53.8241,160.5972,46.07,4.6,mb,,162,1.414,0.94,us,us6000dgst,2021-02-22T06:16:18.040Z,"155 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,5.4,7.6,0.078,49,reviewed,us,us
2021-02-11T21:07:21.875Z,-23.3694,172.0385,10,4.6,mb,,65,7.939,0.84,us,us6000dj83,2021-02-22T02:49:22.040Z,"southeast of the Loyalty Islands",earthquake,10.9,1.9,0.137,16,reviewed,us,us
2021-02-11T20:48:47.830Z,17.9393,-66.9601,6,2.96,md,21,210,0.0885,0.18,pr,pr2021042017,2021-02-25T22:35:21.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.47,0.27,0.16,18,reviewed,pr,pr
2021-02-11T20:08:53.307Z,58.5892,-153.4888,72.9,4.1,ml,,,,0.88,ak,ak0211xsj2lp,2021-02-26T21:32:26.736Z,"Kodiak Island region, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-11T20:05:53.244Z,-22.612,171.2036,10,5.2,mww,,41,11.797,0.74,us,us6000dgsh,2021-02-25T20:03:38.040Z,"southeast of the Loyalty Islands",earthquake,4.5,1.8,0.083,14,reviewed,us,us
2021-02-11T20:01:02.086Z,-23.3076,171.2711,10,4.5,mb,,131,8.425,0.98,us,us6000dj7y,2021-02-25T19:51:29.040Z,"southeast of the Loyalty Islands",earthquake,10.8,1.9,0.204,7,reviewed,us,us
2021-02-11T19:49:17.184Z,-24.2093,-67.2636,196.81,4.4,mb,,122,1.507,0.91,us,us6000dgse,2021-02-25T19:42:34.040Z,"95 km W of San Antonio de los Cobres, Argentina",earthquake,7.5,16.3,0.31,3,reviewed,us,us
2021-02-11T19:34:00.305Z,37.3038,71.9641,200.48,4.5,mb,,58,2.179,0.58,us,us6000dgsd,2021-02-25T19:29:32.040Z,"41 km ESE of Khorugh, Tajikistan",earthquake,7.8,7.6,0.092,35,reviewed,us,us
2021-02-11T19:25:52.294Z,-23.3484,171.7135,10,4.7,mb,,124,8.144,0.85,us,us6000dj7x,2021-02-25T19:09:38.040Z,"southeast of the Loyalty Islands",earthquake,14.4,2,0.174,10,reviewed,us,us
2021-02-11T19:20:39.135Z,-22.5357,171.5108,10,5.1,mb,,93,7.776,0.63,us,us6000dgsb,2021-02-25T18:44:58.040Z,"southeast of the Loyalty Islands",earthquake,12.6,1.9,0.058,99,reviewed,us,us
2021-02-11T19:11:30.173Z,-22.8149,171.9391,10,4.5,mb,,116,7.638,0.53,us,us6000dgsa,2021-02-25T18:39:21.040Z,"southeast of the Loyalty Islands",earthquake,15.9,2,0.131,17,reviewed,us,us
2021-02-11T19:02:38.057Z,-23.4675,171.8829,10,5,mb,,113,8.11,1.05,us,us6000dgs6,2021-02-25T18:34:40.040Z,"southeast of the Loyalty Islands",earthquake,12.1,1.8,0.074,58,reviewed,us,us
2021-02-11T18:53:28.300Z,54.5474,-159.7744,16.09,2.7,ml,,262,0.303,0.43,us,us7000ddq3,2021-02-25T21:48:02.040Z,"99 km SSE of Sand Point, Alaska",earthquake,4.6,5.4,0.128,8,reviewed,us,us
2021-02-11T18:52:11.082Z,-23.2822,171.7037,10,4.7,mb,,115,8.107,1.09,us,us6000dj7t,2021-02-25T16:57:17.040Z,"southeast of the Loyalty Islands",earthquake,14.7,1.9,0.114,23,reviewed,us,us
2021-02-11T18:47:07.143Z,-23.7003,171.6542,10,4.6,mb,,134,8.422,0.43,us,us6000dj7q,2021-02-25T16:39:54.040Z,"southeast of the Loyalty Islands",earthquake,10.2,1.9,0.223,7,reviewed,us,us
2021-02-11T18:38:51.507Z,-23.1635,171.8228,10,4.8,mb,,123,7.946,0.81,us,us6000dj9i,2021-02-25T23:18:02.040Z,"southeast of the Loyalty Islands",earthquake,6.4,1.8,0.167,15,reviewed,us,us
2021-02-11T18:38:41.702Z,-22.5823,171.6385,10,4.7,mb,,122,7.709,0.5,us,us6000dj7r,2021-02-24T18:13:43.040Z,"southeast of the Loyalty Islands",earthquake,10.4,1.9,0.108,26,reviewed,us,us
2021-02-11T18:19:33.308Z,51.6278,-174.814,35,3.1,ml,,246,0.69,0.3,us,us7000ddpz,2021-02-25T23:08:57.040Z,"76 km SSW of Atka, Alaska",earthquake,2.8,2,0.128,8,reviewed,us,us
2021-02-11T18:04:56.752Z,-23.4003,171.7606,10,5.2,mb,,81,8.147,1.19,us,us6000dgs0,2021-02-24T17:04:00.040Z,"southeast of the Loyalty Islands",earthquake,12.1,1.8,0.052,122,reviewed,us,us
2021-02-11T18:02:52.314Z,54.5046,-159.8059,19.71,2.7,ml,,256,0.35,0.21,us,us7000ddq1,2021-02-25T22:56:14.040Z,"102 km SSE of Sand Point, Alaska",earthquake,4.5,6.1,0.148,6,reviewed,us,us
2021-02-11T17:59:05.931Z,-23.1834,171.5463,10,4.7,mb,,91,8.152,1.03,us,us6000dj7m,2021-02-24T16:42:53.040Z,"southeast of the Loyalty Islands",earthquake,11.6,1.5,0.104,28,reviewed,us,us
2021-02-11T17:41:32.178Z,-23.1225,171.5393,10,4.3,mb,,142,8.117,0.57,us,us6000dj7l,2021-02-23T23:28:03.040Z,"southeast of the Loyalty Islands",earthquake,9.9,1.9,0.2,7,reviewed,us,us
2021-02-11T17:31:56.492Z,21.6034,143.1727,300.31,4,mb,,139,5.541,0.76,us,us6000dj7h,2021-02-23T23:04:48.040Z,"Mariana Islands region",earthquake,11.9,9,0.084,38,reviewed,us,us
2021-02-11T17:30:17.078Z,-23.4537,171.4629,10,4.8,mb,,114,8.386,1.1,us,us6000dj7i,2021-02-23T22:53:33.040Z,"southeast of the Loyalty Islands",earthquake,12,1.8,0.104,29,reviewed,us,us
2021-02-11T17:21:12.860Z,17.9495,-66.9608,6,2.91,md,19,201,0.0855,0.13,pr,pr2021042013,2021-02-23T22:29:03.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.44,0.26,0.29,16,reviewed,pr,pr
2021-02-11T17:21:09.245Z,-23.2457,171.5129,10,5.1,mb,,114,16.017,0.92,us,us6000dgre,2021-02-23T22:26:44.040Z,"southeast of the Loyalty Islands",earthquake,14.1,1.8,0.058,95,reviewed,us,us
2021-02-11T17:20:19.190Z,40.3276667,-122.054,14.96,2.8,md,20,59,0.131,0.12,nc,nc73521646,2021-02-23T22:19:24.040Z,"19km WSW of Manton, CA",earthquake,0.3,0.94,0.133,33,reviewed,nc,nc
2021-02-11T17:16:03.993Z,-22.4979,171.8532,10,4.5,mb,,166,11.388,0.74,us,us6000dj85,2021-02-23T22:00:36.040Z,"southeast of the Loyalty Islands",earthquake,11.7,2,0.15,13,reviewed,us,us
2021-02-11T16:52:32.936Z,-22.725,171.6618,10,5.1,mb,,75,7.78,0.49,us,us6000dgr8,2021-02-12T23:03:51.040Z,"southeast of the Loyalty Islands",earthquake,11,1.8,0.049,148,reviewed,us,us
2021-02-11T16:49:55.549Z,-29.8823,-71.4944,39.37,4.1,mb,,179,0.225,0.66,us,us6000dgr3,2021-02-11T22:14:47.040Z,"16 km WNW of Coquimbo, Chile",earthquake,2.9,11.5,0.37,2,reviewed,us,us
2021-02-11T16:45:25.677Z,31.3333,138.1201,412.06,4.1,mb,,88,2.284,0.68,us,us6000dgr0,2021-02-11T20:28:36.040Z,"Izu Islands, Japan region",earthquake,10.5,8.1,0.082,47,reviewed,us,us
2021-02-11T16:43:55.074Z,-22.5911,171.1138,10,5,mb,,109,8.105,0.91,us,us6000dgqy,2021-02-11T17:01:16.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1.9,0.076,55,reviewed,us,us
2021-02-11T16:35:46.995Z,-24.1728,-69.0049,139.88,4.1,mb,,91,1.352,0.81,us,us6000dgqv,2021-02-11T19:58:26.040Z,"152 km ESE of Antofagasta, Chile",earthquake,6.5,11.9,0.234,6,reviewed,us,us
2021-02-11T16:13:54.575Z,-23.072,172.111,10,4.9,mb,,117,7.688,0.59,us,us6000dgqs,2021-02-11T16:38:50.040Z,"southeast of the Loyalty Islands",earthquake,12,1.9,0.057,101,reviewed,us,us
2021-02-11T15:09:34.333Z,-5.8953,101.794,23.32,4.9,mb,,64,1.914,0.72,us,us6000dgp7,2021-02-11T15:28:49.040Z,"237 km SSW of Bengkulu, Indonesia",earthquake,7.1,5.1,0.069,72,reviewed,us,us
2021-02-11T14:55:08.579Z,-22.8047,171.6926,10,5.1,mww,,118,15.234,1.49,us,us6000dgp6,2021-02-11T15:19:46.040Z,"southeast of the Loyalty Islands",earthquake,11.2,1.9,0.093,11,reviewed,us,us
2021-02-11T14:01:27.537Z,-39.8307,-71.9703,10,4.6,mb,,71,0.35,1.32,us,us6000dgnt,2021-02-14T10:40:08.531Z,"37 km ESE of Panguipulli, Chile",earthquake,5,1.9,0.117,22,reviewed,us,us
2021-02-11T13:35:02.757Z,13.5844,120.8587,147.56,4.8,mb,,113,8.671,0.84,us,us6000dgnn,2021-02-11T13:51:00.040Z,"8 km S of Tingloy, Philippines",earthquake,10.6,7,0.076,53,reviewed,us,us
2021-02-11T13:34:28.660Z,19.3865,-65.0286,49,3.38,md,5,335,1.4904,0.3,pr,pr2021042011,2021-02-11T15:41:46.040Z,"116 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.8,19.37,0.09,4,reviewed,pr,pr
2021-02-11T12:44:25.687Z,-22.7122,171.2471,10,4.9,mb,,111,8.076,0.99,us,us6000dgng,2021-02-11T13:04:28.040Z,"southeast of the Loyalty Islands",earthquake,9.3,1.9,0.068,69,reviewed,us,us
2021-02-11T12:21:21.721Z,1.0566,126.3329,42.07,4.9,mb,,77,1.071,0.78,us,us6000dgn7,2021-02-11T13:06:13.040Z,"120 km WNW of Ternate, Indonesia",earthquake,7.1,7.4,0.082,47,reviewed,us,us
2021-02-11T12:16:38.356Z,-23.2294,171.8981,10,5,mb,,110,7.939,0.55,us,us6000dgnc,2021-02-11T12:45:14.040Z,"southeast of the Loyalty Islands",earthquake,13.3,1.6,0.072,66,reviewed,us,us
2021-02-11T11:46:08.824Z,-22.6282,171.0463,10,4.7,mb,,109,8.177,0.75,us,us6000dgn2,2021-02-11T13:11:28.040Z,"southeast of the Loyalty Islands",earthquake,13.2,1.9,0.11,25,reviewed,us,us
2021-02-11T11:19:26.660Z,-23.0999,172.0144,10,5.6,mb,,28,7.773,1.05,us,us6000dgmy,2021-02-12T11:22:21.346Z,"southeast of the Loyalty Islands",earthquake,10.5,1.8,0.032,334,reviewed,us,us
2021-02-11T11:04:50.597Z,32.9467,-100.8965,5,2.9,mb_lg,,33,0.043,1.01,us,us6000dgmt,2021-02-12T03:44:34.919Z,"25 km N of Snyder, Texas",earthquake,1.3,1.7,0.06,76,reviewed,us,us
2021-02-11T09:39:52.592Z,-23.1779,171.9257,10,5,mb,,113,7.886,1.01,us,us6000dgmj,2021-02-11T10:41:39.040Z,"southeast of the Loyalty Islands",earthquake,12,1.8,0.057,99,reviewed,us,us
2021-02-11T09:27:53.591Z,-23.4607,171.7716,10,5,mb,,57,8.18,0.7,us,us6000dgmg,2021-02-11T10:15:37.040Z,"southeast of the Loyalty Islands",earthquake,12.9,1.8,0.078,55,reviewed,us,us
2021-02-11T09:10:00.225Z,53.6718,-164.0896,24.5,2.6,ml,,,,0.36,ak,ak0211xlznup,2021-02-25T21:28:02.327Z,"122 km ESE of Akutan, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-02-11T09:00:34.837Z,60.4097,-152.2157,85.1,2.5,ml,,,,0.42,ak,ak0211xlxjve,2021-02-25T21:28:02.055Z,"49 km WNW of Clam Gulch, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-11T08:39:13.373Z,-23.2704,171.6588,10,5.7,mww,,27,8.13,0.55,us,us6000dglt,2021-02-12T08:41:56.903Z,"southeast of the Loyalty Islands",earthquake,9.3,1.8,0.093,11,reviewed,us,us
2021-02-11T08:22:10.605Z,-22.8574,171.2408,10,5.9,mww,,51,8.167,0.86,us,us6000dglp,2021-02-12T08:25:14.900Z,"southeast of the Loyalty Islands",earthquake,8.7,1.7,0.05,39,reviewed,us,us
2021-02-11T07:56:05.421Z,-23.3543,171.73,10,5.2,mb,,81,8.137,0.65,us,us6000dglj,2021-02-11T08:27:39.040Z,"southeast of the Loyalty Islands",earthquake,11.5,1.8,0.051,126,reviewed,us,us
2021-02-11T07:43:17.350Z,19.1298,-64.8036,52,3.62,md,12,338,1.4381,0.57,pr,pr2021042007,2021-02-16T12:14:57.040Z,"88 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.62,27.87,0.09,5,reviewed,pr,pr
2021-02-11T07:23:06.336Z,-22.8486,171.8024,10,5.5,mb,,64,7.757,0.67,us,us6000dglf,2021-02-12T07:26:04.224Z,"southeast of the Loyalty Islands",earthquake,10.6,1.8,0.046,164,reviewed,us,us
2021-02-11T07:18:40.647Z,-23.2776,171.9163,10,5.5,mww,,75,7.959,0.77,us,us6000dgku,2021-02-12T07:21:54.653Z,"southeast of the Loyalty Islands",earthquake,12,1.9,0.098,10,reviewed,us,us
2021-02-11T06:52:28.086Z,-23.4143,171.8212,10,6,mww,,47,8.115,1.44,us,us6000dgkr,2021-02-13T07:03:07.924Z,"southeast of the Loyalty Islands",earthquake,7.7,1.8,0.052,36,reviewed,us,us
2021-02-11T06:44:41.558Z,43.6173,-128.0888,10,2.9,ml,,278,2.933,0.64,us,us6000dgkm,2021-02-11T08:07:30.040Z,"off the coast of Oregon",earthquake,11.2,2,0.046,63,reviewed,us,us
2021-02-11T06:09:22.050Z,53.8266,-166.4277,8.88,2.6,ml,,194,0.049,0.35,us,us6000dgt3,2021-02-25T21:28:00.906Z,"8 km SE of Unalaska, Alaska",earthquake,3.1,4,0.148,6,reviewed,us,us
2021-02-11T05:52:58.051Z,54.5394,-159.6569,25,2.6,ml,,,,0.46,ak,ak0211xjv0h9,2021-02-25T21:28:05.755Z,"south of Alaska",earthquake,,1,,,reviewed,ak,ak
2021-02-11T05:24:57.770Z,17.9328,-66.8458,9,2.51,md,15,207,0.0539,0.1,pr,pr2021042006,2021-02-11T06:25:11.547Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.42,0.48,0.21,7,reviewed,pr,pr
2021-02-11T05:06:23.110Z,17.9336,-66.8098,13,2.64,md,22,193,0.0809,0.18,pr,pr2021042005,2021-02-11T05:38:46.839Z,"6 km S of Indios, Puerto Rico",earthquake,0.57,0.3,0.12,14,reviewed,pr,pr
2021-02-11T04:58:50.461Z,-22.4493,170.9588,10,4.9,mb,,71,8.143,0.78,us,us6000dgk1,2021-02-12T02:08:03.040Z,"southeast of the Loyalty Islands",earthquake,11.7,1.9,0.081,47,reviewed,us,us
2021-02-11T04:36:51.910Z,19.4586,-64.7933,52,4.04,md,21,322,1.6874,0.63,pr,pr2021042003,2021-02-13T14:25:08.863Z,"124 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.45,25.73,0.08,14,reviewed,pr,pr
2021-02-11T04:36:24.041Z,-23.2892,171.7426,10,4.6,mb,,117,8.085,0.87,us,us6000dj4k,2021-02-23T01:59:05.040Z,"southeast of the Loyalty Islands",earthquake,12.4,1.9,0.147,14,reviewed,us,us
2021-02-11T04:33:49.670Z,17.9621,-66.9523,6,2.52,md,21,186,0.0742,0.16,pr,pr2021042004,2021-02-11T05:33:15.279Z,"4 km SW of Fuig, Puerto Rico",earthquake,0.45,0.25,0.11,6,reviewed,pr,pr
2021-02-11T04:15:16.624Z,-22.7905,170.9074,7.59,5.8,mww,,36,8.375,0.97,us,us6000dgje,2021-02-22T05:57:51.762Z,"southeast of the Loyalty Islands",earthquake,9.3,3,0.062,25,reviewed,us,us
2021-02-11T04:09:44.393Z,-23.1563,171.5978,10,5.2,mb,,110,8.098,0.76,us,us6000dgln,2021-02-11T23:21:30.040Z,"southeast of the Loyalty Islands",earthquake,10.5,1.8,0.082,49,reviewed,us,us
2021-02-11T04:06:57.314Z,-23.383,171.7693,10,5.1,mb,,111,8.129,0.48,us,us6000dj4i,2021-02-22T03:48:01.040Z,"southeast of the Loyalty Islands",earthquake,8.1,1.7,0.076,57,reviewed,us,us
